Laikotarpis;Rodiklis;Administracinė teritorija;Amžius;Lytis;Matavimo vienetai;Reikšmė
2003;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Panevėžio r. sav.;65 ir vyresni;Vyrai;proc.;5.6
2004;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Panevėžio r. sav.;65 ir vyresni;Vyrai;proc.;5.6
2005;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Panevėžio r. sav.;65 ir vyresni;Vyrai;proc.;5.8
2006;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Panevėžio r. sav.;65 ir vyresni;Vyrai;proc.;6.0
2007;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Panevėžio r. sav.;65 ir vyresni;Vyrai;proc.;6.2
2008;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Panevėžio r. sav.;65 ir vyresni;Vyrai;proc.;6.4
2009;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Panevėžio r. sav.;65 ir vyresni;Vyrai;proc.;6.5
2010;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Panevėžio r. sav.;65 ir vyresni;Vyrai;proc.;6.6
2011;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Panevėžio r. sav.;65 ir vyresni;Vyrai;proc.;6.5
2012;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Panevėžio r. sav.;65 ir vyresni;Vyrai;proc.;6.7
2013;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Panevėžio r. sav.;65 ir vyresni;Vyrai;proc.;6.8
2014;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Panevėžio r. sav.;65 ir vyresni;Vyrai;proc.;6.9
2015;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Panevėžio r. sav.;65 ir vyresni;Vyrai;proc.;7.1
2016;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Panevėžio r. sav.;65 ir vyresni;Vyrai;proc.;7.1
2017;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Panevėžio r. sav.;65 ir vyresni;Vyrai;proc.;7.3
2018;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Panevėžio r. sav.;65 ir vyresni;Vyrai;proc.;7.5
2019;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Panevėžio r. sav.;65 ir vyresni;Vyrai;proc.;7.7
2001;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Panevėžio r. sav.;65 ir vyresni;Moterys;proc.;10.8
2002;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Panevėžio r. sav.;65 ir vyresni;Moterys;proc.;10.9
2003;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Panevėžio r. sav.;65 ir vyresni;Moterys;proc.;11.1
2004;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Panevėžio r. sav.;65 ir vyresni;Moterys;proc.;11.2
2005;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Panevėžio r. sav.;65 ir vyresni;Moterys;proc.;11.2
2006;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Panevėžio r. sav.;65 ir vyresni;Moterys;proc.;11.4
2007;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Panevėžio r. sav.;65 ir vyresni;Moterys;proc.;11.5
2008;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Panevėžio r. sav.;65 ir vyresni;Moterys;proc.;11.7
2009;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Panevėžio r. sav.;65 ir vyresni;Moterys;proc.;11.9
2010;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Panevėžio r. sav.;65 ir vyresni;Moterys;proc.;12.0
2011;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Panevėžio r. sav.;65 ir vyresni;Moterys;proc.;11.9
2012;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Panevėžio r. sav.;65 ir vyresni;Moterys;proc.;12.0
2013;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Panevėžio r. sav.;65 ir vyresni;Moterys;proc.;12.1
2014;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Panevėžio r. sav.;65 ir vyresni;Moterys;proc.;12.2
2015;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Panevėžio r. sav.;65 ir vyresni;Moterys;proc.;12.3
2016;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Panevėžio r. sav.;65 ir vyresni;Moterys;proc.;12.5
2017;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Panevėžio r. sav.;65 ir vyresni;Moterys;proc.;12.4
2018;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Panevėžio r. sav.;65 ir vyresni;Moterys;proc.;12.6
2019;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Panevėžio r. sav.;65 ir vyresni;Moterys;proc.;12.7
2001;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;16.3
2002;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;17.0
2003;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;17.4
2004;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;17.9
2005;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;18.2
2006;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;18.8
2007;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;19.3
2008;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;19.5
2009;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;19.7
2010;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;19.9
2011;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;20.1
2012;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;20.2
2013;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;20.2
2014;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;20.6
2015;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;20.9
2016;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;21.1
2017;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;21.7
2018;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;22.3
2019;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;22.5
2001;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Vyrai;proc.;5.5
2002;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Vyrai;proc.;5.9
2003;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Vyrai;proc.;5.9
2004;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Vyrai;proc.;6.0
2005;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Vyrai;proc.;6.1
2006;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Vyrai;proc.;6.2
2007;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Vyrai;proc.;6.3
2008;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Vyrai;proc.;6.4
2009;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Vyrai;proc.;6.5
2010;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Vyrai;proc.;6.6
2011;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Vyrai;proc.;6.6
2012;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Vyrai;proc.;6.6
2013;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Vyrai;proc.;6.6
2014;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Vyrai;proc.;6.8
2015;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Vyrai;proc.;6.8
2016;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Vyrai;proc.;7.0
2017;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Vyrai;proc.;7.2
2018;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Vyrai;proc.;7.5
2019;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Vyrai;proc.;7.6
2001;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Moterys;proc.;10.8
2002;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Moterys;proc.;11.1
2003;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Moterys;proc.;11.5
2004;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Moterys;proc.;11.9
2005;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Moterys;proc.;12.1
2006;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Moterys;proc.;12.6
2007;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Moterys;proc.;13.0
2008;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Moterys;proc.;13.1
2009;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Moterys;proc.;13.2
2010;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Moterys;proc.;13.3
2011;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Moterys;proc.;13.5
2012;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Moterys;proc.;13.6
2013;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Moterys;proc.;13.6
2014;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Moterys;proc.;13.8
2015;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Moterys;proc.;14.1
2016;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Moterys;proc.;14.1
2017;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Moterys;proc.;14.5
2018;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Moterys;proc.;14.8
2019;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Pasvalio r. sav.;65 ir vyresni;Moterys;proc.;14.9
2001;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;19.0
2002;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;19.7
2003;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;20.2
2004;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;20.7
2005;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;21.1
2006;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;21.5
2007;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;22.0
2008;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;22.4
2009;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;22.5
2010;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;22.6
2011;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;22.8
2012;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;22.9
2013;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;23.0
2014;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;23.1
2015;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;23.0
2016;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;23.2
2017;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;23.6
2018;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;24.1
2019;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Vyrai ir moterys;proc.;24.5
2001;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Vyrai;proc.;6.4
2002;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Vyrai;proc.;6.7
2003;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Vyrai;proc.;6.9
2004;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Vyrai;proc.;7.0
2005;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Vyrai;proc.;7.2
2006;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Vyrai;proc.;7.4
2007;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Vyrai;proc.;7.6
2008;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Vyrai;proc.;7.7
2009;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Vyrai;proc.;7.7
2010;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Vyrai;proc.;7.7
2011;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Vyrai;proc.;7.6
2012;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Vyrai;proc.;7.6
2013;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Vyrai;proc.;7.7
2014;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Vyrai;proc.;7.7
2015;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Vyrai;proc.;7.6
2016;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Vyrai;proc.;7.7
2017;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Vyrai;proc.;7.9
2018;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Vyrai;proc.;8.1
2019;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Vyrai;proc.;8.4
2001;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Moterys;proc.;12.6
2002;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Moterys;proc.;13.0
2003;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Moterys;proc.;13.3
2004;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Moterys;proc.;13.7
2005;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Moterys;proc.;13.9
2006;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Moterys;proc.;14.1
2007;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Moterys;proc.;14.4
2008;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Moterys;proc.;14.7
2009;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Moterys;proc.;14.8
2010;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Moterys;proc.;14.9
2011;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Moterys;proc.;15.2
2012;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Moterys;proc.;15.3
2013;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Moterys;proc.;15.3
2014;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Moterys;proc.;15.4
2015;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Moterys;proc.;15.4
2016;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Moterys;proc.;15.5
2017;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Moterys;proc.;15.7
2018;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Moterys;proc.;16.0
2019;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Rokiškio r. sav.;65 ir vyresni;Moterys;proc.;16.1
2001;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Vyrai ir moterys;proc.;14.0
2002;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Vyrai ir moterys;proc.;14.7
2003;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Vyrai ir moterys;proc.;15.1
2004;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Vyrai ir moterys;proc.;15.6
2005;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Vyrai ir moterys;proc.;16.0
2006;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Vyrai ir moterys;proc.;16.4
2007;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Vyrai ir moterys;proc.;16.8
2008;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Vyrai ir moterys;proc.;17.2
2009;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Vyrai ir moterys;proc.;17.5
2010;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Vyrai ir moterys;proc.;17.7
2011;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Vyrai ir moterys;proc.;18.6
2012;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Vyrai ir moterys;proc.;19.1
2013;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Vyrai ir moterys;proc.;19.2
2014;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Vyrai ir moterys;proc.;19.5
2015;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Vyrai ir moterys;proc.;19.8
2016;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Vyrai ir moterys;proc.;20.2
2017;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Vyrai ir moterys;proc.;20.7
2018;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Vyrai ir moterys;proc.;21.0
2019;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Vyrai ir moterys;proc.;21.2
2001;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Vyrai;proc.;4.8
2002;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Vyrai;proc.;5.1
2003;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Vyrai;proc.;5.2
2004;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Vyrai;proc.;5.3
2005;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Vyrai;proc.;5.4
2006;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Vyrai;proc.;5.6
2007;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Vyrai;proc.;5.7
2008;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Vyrai;proc.;5.8
2009;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Vyrai;proc.;5.9
2010;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Vyrai;proc.;5.9
2011;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Vyrai;proc.;6.2
2012;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Vyrai;proc.;6.4
2013;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Vyrai;proc.;6.4
2014;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Vyrai;proc.;6.5
2015;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Vyrai;proc.;6.6
2016;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Vyrai;proc.;6.7
2017;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Vyrai;proc.;6.9
2018;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Vyrai;proc.;7.0
2019;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Vyrai;proc.;7.1
2001;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Moterys;proc.;9.2
2002;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Moterys;proc.;9.6
2003;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Moterys;proc.;9.9
2004;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Moterys;proc.;10.3
2005;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Moterys;proc.;10.6
2006;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Moterys;proc.;10.8
2007;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Moterys;proc.;11.1
2008;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Moterys;proc.;11.4
2009;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Moterys;proc.;11.6
2010;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Moterys;proc.;11.8
2011;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Moterys;proc.;12.4
2012;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Moterys;proc.;12.7
2013;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Moterys;proc.;12.8
2014;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Moterys;proc.;13.0
2015;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Moterys;proc.;13.2
2016;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Moterys;proc.;13.5
2017;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Šiaulių apskritis;65 ir vyresni;Moterys;proc.;13.8
